language,fleurs_config,fleurs_lang_code,iso639_3,region_group,analysis_version,fleurs_revision,ud_revision,fleurs_n_utterances,fleurs_train_files,fleurs_downloaded_bytes,ud_status,ud_treebank,ud_downloaded_bytes,max_lag_characters,max_lag_rule,memory_cost_bits_char,word_rate_wps,syllable_rate_sps,speech_char_rate_cps,seconds_per_character,mean_duration_s,median_duration_s,estimated_syllable_total,syllable_estimator,locality_lambda_per_char,locality_lambda_per_s,locality_quality_status,locality_lambda_r2,locality_fit_rmse_bits,hilberg_alpha,hilberg_r2,hilberg_alpha_at_bound,locality_amplitude,n_decay_points,n_positive_information_points,decay_start_lag,decay_end_lag,decay_start_seconds,decay_end_seconds,decay_fit_method,lambda_q025,lambda_q975,lambda_bootstrap_n,lambda_bootstrap_method,n_words,n_word_types,mean_word_length_chars,median_word_length_chars,lexical_ttr,n_chars,mean_chars_per_utterance,H_original,H_order,H_structure,word_order_redundancy,word_structure_redundancy,word_order_redundancy_raw,word_structure_redundancy_raw,morphology_index,morphology_index_status,morphology_estimator_version,char_entropy_rate_bits,morphology_corpus_characters,morphology_character_definition,ud_n_sentences,ud_n_tokens,ud_morph_feature_density,ud_mean_feats_per_token,ud_dependency_direction_entropy_bits,ud_mean_dependency_distance,morphology_source,locality_estimator,locality_effective_train_chars,locality_effective_valid_chars,locality_eval_positions,locality_requested_train_chars,locality_requested_valid_chars,locality_target_unit,locality_train_valid_fraction,speech_time_source
Kamba,kam_ke,kam,kam,Sub-Saharan Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,3395274868,no_matching_treebank,,0,20,standard_fixed_lag,9.815165997559504,1.3389667779778431,2.577236271711336,6.486542985186885,0.1541653238533482,15.467150000000002,15.0,47835.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.9289223312138228,6.025494631318471,identified,0.9109240958559744,0.0924911837682522,1.2604821402744752,0.1776849050987748,False,3.462807357176214,20,20,1.0,20.0,0.1541653238533482,3.083306477066964,nonlinear_exponential_least_squares_positive_prefix,4.306264235749824,6.515981010183411,121,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,95911,19981,16473,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Māori,mi_nz,mi,mri,Pacific,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,2,4169642403,no_matching_treebank,,0,20,standard_fixed_lag,10.277680276420986,1.474467878770464,2.532739014561049,5.47408715078983,0.1826788599548903,18.56093333333333,18.24,56412.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.6882937679614565,3.7677800711665257,identified,0.9349630252901416,0.0824897997165881,1.136980097052754,0.5676082592437361,False,2.712899019302263,20,20,1.0,20.0,0.1826788599548903,3.653577199097807,nonlinear_exponential_least_squares_positive_prefix,2.802856221899406,4.503564058735965,132,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,98064,19980,16702,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Catalan,ca_es,ca,cat,Western Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,1694777235,loaded,ca_ancora,8313328,20,standard_fixed_lag,8.336781057026652,2.0678691128447286,3.725389848877115,9.403822941663872,0.106339730788579,11.6263,11.16,51975.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5657942264964,5.320628727387812,identified,0.9777760141885616,0.0451076907419791,1.6393282499086703,-1.828673806570684,False,2.1741698596947776,20,20,1.0,20.0,0.106339730788579,2.1267946157715816,nonlinear_exponential_least_squares_positive_prefix,4.737219772021867,5.8828354692889935,131,parametric_residual_positive_prefix,156856.0,16976.0,4.579499668485745,3.0,0.108226653746111,870178.0,174.0356,1.7074116279194695,2.214806835935681,2.00328314264574,0.5073952080162114,0.2958715147262702,0.5073952080162114,0.2958715147262702,0.3683353316518794,identified,koplenig_lz_longest_match_v6_ud_annotations,1.7074116279194695,875177.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,178216.0,0.6712528616959196,1.7348498451317502,0.985286951604522,3.680531821540735,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99998,19989,16654,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Danish,da_dk,da,dan,Western Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,1697678710,loaded,da_ddt,1215801,20,standard_fixed_lag,9.554296342397766,1.8694739597840493,3.5320995490127136,9.456501720692296,0.1057473502925341,10.95005,10.5,46412.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.4865603803817914,4.601159074301108,identified,0.9876536334119655,0.0312059371960531,1.4983795576205357,-2.416911132205554,False,1.8325892774420447,20,20,1.0,20.0,0.1057473502925341,2.114947005850683,nonlinear_exponential_least_squares_positive_prefix,4.02272488728716,4.8892652247456,138,parametric_residual_positive_prefix,70338.0,15972.0,4.8489863231823485,4.0,0.2270749808069606,407025.0,92.90687057749372,2.214343630346794,2.3897881818109115,2.873349094443544,0.1754445514641176,0.65900546409675,0.1754445514641176,0.65900546409675,0.7897482794746019,identified,koplenig_lz_longest_match_v6_ud_annotations,2.214343630346794,411405.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,4381.0,80376.0,0.692084701901065,1.8872300189111173,0.9819051321294634,3.462122508059741,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99679,19971,16434,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Wolof,wo_sn,wo,wol,Sub-Saharan Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,1821479927,loaded,wo_wtb,323933,20,standard_fixed_lag,8.77394059828786,1.7047009644518878,2.609108216589923,6.796618691243973,0.1471319850984566,13.82305,13.08,43279.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5663207331762874,3.849066080344946,identified,0.9759078368128932,0.041876426034715,1.438342674588099,-1.3187245682733575,False,1.962243280005112,20,20,1.0,20.0,0.1471319850984566,2.9426397019691324,nonlinear_exponential_least_squares_positive_prefix,3.159890722812724,4.180660158152008,136,parametric_residual_positive_prefix,20375.0,3860.0,3.7233374233128833,3.0,0.1894478527607362,95050.0,80.00841750841751,2.145604686096944,2.446234083662397,2.55631583285014,0.3006293975654528,0.4107111467531958,0.3006293975654528,0.4107111467531958,0.5773762651847604,identified,koplenig_lz_longest_match_v6_ud_annotations,2.145604686096944,96237.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,1188.0,23561.0,0.5482364925088069,1.7082891218539111,0.9999973353923122,3.184552809189648,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,90380,19981,16346,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Pashto,ps_af,ps,pus,Central Asia / Middle East / North Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2014857195,no_matching_treebank,,0,20,standard_fixed_lag,10.199616446858016,2.082102053741305,2.1171398085748625,7.350325983337894,0.1360483878220983,12.60545,11.82,32025.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5694004930311687,4.185279238852408,identified,0.97293820663052,0.0521840659101067,1.5187279380596597,-2.0436550100306623,False,2.313232472310453,20,20,1.0,20.0,0.1360483878220983,2.720967756441966,nonlinear_exponential_least_squares_positive_prefix,3.6634622380933446,4.59107163456523,127,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,89511,19954,16245,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
German,de_de,de,deu,Western Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2042593700,loaded,de_hdt,44313312,20,standard_fixed_lag,9.06587010103262,1.9293956357820177,3.786815948817548,11.261814996763016,0.0887956337666202,10.94125,10.68,49719.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5787893966613978,6.518219107288747,identified,0.9756138720127124,0.0481797718227118,1.5384399323844549,-1.4598969311236982,False,2.265124663990266,20,20,1.0,20.0,0.0887956337666202,1.7759126753324046,nonlinear_exponential_least_squares_positive_prefix,5.493126172074026,7.220072683626249,123,parametric_residual_positive_prefix,81717.0,13379.0,5.91486471603216,5.0,0.16372358260827,560062.0,112.0124,1.7056054908664915,2.130090406799389,2.0823802661348627,0.4244849159328971,0.376774775268371,0.4244849159328971,0.376774775268371,0.470228041427494,identified,koplenig_lz_longest_match_v6_ud_annotations,1.7056054908664915,565061.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,88932.0,0.8964602167948545,2.558595331264337,0.910751923094113,3.8154458371062288,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,100000,19997,17168,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Ukrainian,uk_ua,uk,ukr,Eastern Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2046705728,loaded,uk_iu,3960807,20,standard_fixed_lag,11.296385947484572,1.5966620305980528,1.6005135337541456,9.181198958667665,0.1089182365507865,11.68375,11.1,22440.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.4621755352615189,4.243325543064729,identified,0.9711266443950816,0.0542228732659592,1.509954341036177,-2.8950007511645106,False,1.997832552780732,20,20,1.0,20.0,0.1089182365507865,2.1783647310157312,nonlinear_exponential_least_squares_positive_prefix,3.5035006539761286,4.609323663137255,141,parametric_residual_positive_prefix,68813.0,25378.0,5.449159315826951,5.0,0.3687965936668943,438786.0,87.7572,2.3706169831169706,2.609143963407274,3.290099116503413,0.2385269802903034,0.9194821333864428,0.2385269802903034,0.9194821333864428,0.794019772838431,identified,koplenig_lz_longest_match_v6_ud_annotations,2.3706169831169706,443785.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,84328.0,0.7350820605255668,2.581420168864434,0.988653656524954,3.3029447357805566,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99977,19998,16532,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Romanian,ro_ro,ro,ron,Eastern Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2317544661,loaded,ro_nonstandard,7383418,20,standard_fixed_lag,8.672273743076662,1.8252415555378103,3.872474646650164,9.143841997391467,0.109363219561895,12.522999999999998,12.06,58194.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5017251423904755,4.587695428137244,identified,0.9509541929971632,0.0633948302990808,1.6491876287793603,-2.809832680923346,False,1.863425852082111,20,20,1.0,20.0,0.109363219561895,2.1872643912379006,nonlinear_exponential_least_squares_positive_prefix,3.482859541794576,5.352200487157056,144,parametric_residual_positive_prefix,82594.0,11758.0,3.9360849456376976,4.0,0.1423590091289924,402691.0,80.5382,1.843255990287334,2.462228967097095,2.15145163904335,0.6189729768097609,0.308195648756016,0.6189729768097609,0.308195648756016,0.3324051744826339,identified,koplenig_lz_longest_match_v6_ud_annotations,1.843255990287334,407690.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,99675.0,0.7888638073739654,2.7489942312515674,0.9701354362586811,3.5852020068655928,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99985,19992,16928,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Lingala,ln_cd,ln,lin,Sub-Saharan Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,2,4190509986,no_matching_treebank,,0,20,standard_fixed_lag,8.074603888108687,1.2358994909748215,2.749474916796694,5.990685398186911,0.1669258079054946,17.592450000000003,17.46,58044.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.8498117687110729,5.090954954024817,identified,0.9614933047369096,0.0742221163785696,1.433261763318416,0.7172914048850012,False,3.829650145293239,20,20,1.0,20.0,0.1669258079054946,3.338516158109893,nonlinear_exponential_least_squares_positive_prefix,4.205962197499511,5.8688801770464405,127,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99980,19982,16451,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
